2022.01.07 13:30,199,400,worse
2022.02.04 13:30,467,150,better
2022.03.04 13:30,678,400,better
2022.04.01 12:30,431,490,worse
2022.05.06 12:30,428,391,better
2022.06.03 12:30,390,325,better
2022.07.08 12:30,372,268,better
2022.08.05 12:30,528,250,better
2022.09.02 12:30,315,300,better
2022.10.07 12:30,263,250,better
2022.11.04 12:30,261,200,better
2022.12.02 13:30,263,200,better
